time,open,high,low,close,volume,ticker,percent_change,spike
2021-08-25 17:00:00,7.07,7.07,7.07,7.07,24505,QUOT,,False
2021-08-25 16:00:00,7.08,7.087,7.05,7.07,415494,QUOT,0.0,False
2021-08-25 15:00:00,7.06,7.15,7.06,7.085,170253,QUOT,0.21216407355020284,False
2021-08-25 14:00:00,7.065,7.09,7.05,7.065,230391,QUOT,-0.2822865208186198,False
2021-08-25 13:00:00,7.075,7.08,7.06,7.06,65062,QUOT,-0.07077140835103357,False
2021-08-25 12:00:00,7.07,7.1,7.05,7.07,137148,QUOT,0.14164305949009304,False
2021-08-25 11:00:00,7.12,7.122,7.055,7.075,53923,QUOT,0.07072135785006761,False
2021-08-25 10:00:00,7.12,7.1799,7.08,7.11,38333,QUOT,0.4946996466431042,False
2021-08-24 17:00:00,7.12,7.12,7.12,7.12,13699,QUOT,0.14064697609001975,False
2021-08-24 16:00:00,7.22,7.22,7.09,7.11,432207,QUOT,-0.1404494382022392,False
2021-08-24 15:00:00,7.19,7.23,7.17,7.22,121358,QUOT,1.5471167369901506,False
2021-08-24 14:00:00,7.085,7.2,7.07,7.1901,135200,QUOT,-0.41412742382270773,False
2021-08-24 13:00:00,7.1,7.115,7.07,7.085,81964,QUOT,-1.4617321038650433,False
2021-08-24 12:00:00,7.045,7.135,7.0,7.095,124432,QUOT,0.14114326040930436,False
2021-08-24 11:00:00,7.06,7.0801,6.99,7.045,121539,QUOT,-0.7047216349541863,False
2021-08-24 10:00:00,7.13,7.164,7.01,7.06,56439,QUOT,0.21291696238465718,False
2021-08-23 17:00:00,7.03,7.03,7.03,7.03,21147,QUOT,-0.4249291784702458,False
2021-08-23 16:00:00,7.005,7.075,6.98,7.04,241938,QUOT,0.14224751066855834,False
2021-08-23 15:00:00,7.01,7.02,6.99,7.0,81671,QUOT,-0.5681818181818232,False
2021-08-23 14:00:00,6.93,7.01,6.93,7.005,63483,QUOT,0.07142857142856673,False
2021-08-23 13:00:00,6.915,6.95,6.88,6.94,51780,QUOT,-0.9279086366880684,False
2021-08-23 12:00:00,6.98,6.98,6.905,6.915,63396,QUOT,-0.36023054755043304,False
2021-08-23 11:00:00,7.0,7.0245,6.92,6.98,68557,QUOT,0.9399855386840184,False
2021-08-23 10:00:00,6.99,7.055,6.975,7.01,30273,QUOT,0.42979942693408546,False
2021-08-20 17:00:00,7.01,7.01,7.01,7.01,16347,QUOT,0.0,False
2021-08-20 16:00:00,6.965,7.01,6.95,7.01,182878,QUOT,0.0,False
2021-08-20 15:00:00,6.975,7.015,6.93,6.96,85374,QUOT,-0.7132667617688937,False
2021-08-20 14:00:00,7.005,7.01,6.96,6.975,71745,QUOT,0.21551724137931494,False
2021-08-20 13:00:00,7.005,7.03,6.94,7.01,79372,QUOT,0.501792114695343,False
2021-08-20 12:00:00,7.04,7.04,6.99,7.0,63671,QUOT,-0.14265335235377208,False
2021-08-20 11:00:00,7.055,7.06,7.0,7.04,39186,QUOT,0.5714285714285783,False
2021-08-20 10:00:00,7.0,7.1,6.975,7.0584,51350,QUOT,0.2613636363636429,False
2021-08-20 09:00:00,7.05,7.05,7.05,7.05,1000,QUOT,-0.11900714042842875,False
2021-08-20 08:00:00,7.05,7.05,7.05,7.05,1500,QUOT,0.0,False
2021-08-19 17:00:00,7.0,7.0,7.0,7.0,21670,QUOT,-0.7092198581560294,False
2021-08-19 16:00:00,7.0,7.08,6.99,7.0,412996,QUOT,0.0,False
2021-08-19 15:00:00,7.0,7.03,6.965,7.0,144112,QUOT,0.0,False
2021-08-19 14:00:00,7.025,7.035,6.98,7.0,134183,QUOT,0.0,False
2021-08-19 13:00:00,7.05,7.07,7.015,7.03,104577,QUOT,0.4285714285714226,False
2021-08-19 12:00:00,7.055,7.075,7.01,7.06,143293,QUOT,0.426742532005675,False
2021-08-19 11:00:00,7.02,7.09,6.995,7.055,113460,QUOT,-0.07082152974504652,False
2021-08-19 10:00:00,6.96,7.06,6.96,7.02,55537,QUOT,-0.49610205527994555,False
2021-08-18 17:00:00,7.06,7.06,7.06,7.06,22066,QUOT,0.5698005698005604,False
2021-08-18 16:00:00,7.09,7.14,7.04,7.08,427301,QUOT,0.2832861189801861,False
2021-08-18 15:00:00,7.16,7.17,7.095,7.1,264314,QUOT,0.28248587570620654,False
2021-08-18 14:00:00,7.17,7.2,7.16,7.165,76107,QUOT,0.9154929577464888,False
2021-08-18 13:00:00,7.25,7.26,7.17,7.175,106301,QUOT,0.13956734124214165,False
2021-08-18 12:00:00,7.26,7.31,7.23,7.25,88938,QUOT,1.0452961672473782,False
2021-08-18 11:00:00,7.25,7.27,7.16,7.26,80756,QUOT,0.13793103448276334,False
2021-08-18 10:00:00,7.25,7.33,7.19,7.25,37458,QUOT,-0.13774104683195176,False
2021-08-17 17:00:00,7.24,7.24,7.24,7.24,20869,QUOT,-0.13793103448275223,False
2021-08-17 16:00:00,7.255,7.28,7.19,7.24,199383,QUOT,0.0,False
2021-08-17 15:00:00,7.22,7.26,7.19,7.255,79423,QUOT,0.2071823204419898,False
2021-08-17 14:00:00,7.18,7.27,7.1643,7.2299,90840,QUOT,-0.34596829772570725,False
2021-08-17 13:00:00,7.27,7.27,7.16,7.19,78110,QUOT,-0.5518748530408346,False
2021-08-17 12:00:00,7.415,7.4172,7.24,7.26,185524,QUOT,0.9735744089012455,False
2021-08-17 11:00:00,7.44,7.515,7.42,7.42,140144,QUOT,2.203856749311295,False
2021-08-17 10:00:00,7.5,7.59,7.43,7.45,55997,QUOT,0.40431266846361336,False
2021-08-16 17:00:00,7.59,7.72,7.59,7.72,20519,QUOT,3.624161073825505,False
2021-08-16 16:00:00,7.695,7.705,7.57,7.59,171762,QUOT,-1.6839378238341918,False
2021-08-16 15:00:00,7.69,7.755,7.68,7.695,141231,QUOT,1.3833992094861802,False
2021-08-16 14:00:00,7.6,7.695,7.585,7.685,62074,QUOT,-0.1299545159194393,False
2021-08-16 13:00:00,7.6,7.62,7.58,7.595,40727,QUOT,-1.171112556929077,False
2021-08-16 12:00:00,7.68,7.695,7.6,7.6,59494,QUOT,0.06583278472678256,False
2021-08-16 11:00:00,7.57,7.8,7.57,7.67,119597,QUOT,0.9210526315789558,False
2021-08-16 10:00:00,7.6,7.66,7.54,7.56,80849,QUOT,-1.4341590612777066,False
2021-08-16 09:00:00,7.7,7.7,7.62,7.62,415,QUOT,0.7936507936507908,False
2021-08-13 17:00:00,7.66,7.88,7.66,7.88,17903,QUOT,3.4120734908136496,False
2021-08-13 16:00:00,7.66,7.7,7.6,7.67,253865,QUOT,-2.6649746192893398,False
2021-08-13 15:00:00,7.715,7.72,7.65,7.66,94955,QUOT,-0.13037809647978849,False
2021-08-13 14:00:00,7.74,7.77,7.7,7.71,53480,QUOT,0.6527415143602999,False
2021-08-13 13:00:00,7.705,7.74,7.66,7.735,103696,QUOT,0.3242542153047978,False
2021-08-13 12:00:00,7.705,7.71,7.695,7.71,65882,QUOT,-0.3232062055591567,False
2021-08-13 11:00:00,7.74,7.765,7.695,7.7,158974,QUOT,-0.12970168612191912,False
2021-08-13 10:00:00,7.84,7.93,7.69,7.73,139477,QUOT,0.3896103896103842,False
2021-08-12 17:00:00,7.71,7.75,7.56,7.7,20283,QUOT,-0.38809831824062613,False
2021-08-12 16:00:00,7.77,7.79,7.685,7.71,306684,QUOT,0.12987012987013546,False
2021-08-12 15:00:00,7.77,7.79,7.75,7.775,45366,QUOT,0.8430609597924743,False
2021-08-12 14:00:00,7.79,7.86,7.76,7.7717,86504,QUOT,-0.04244372990354073,False
2021-08-12 13:00:00,7.835,7.84,7.74,7.79,120374,QUOT,0.23546971705032949,False
2021-08-12 12:00:00,7.85,7.8667,7.79,7.835,47238,QUOT,0.5776636713735517,False
2021-08-12 11:00:00,7.875,7.93,7.77,7.845,182300,QUOT,0.12763241863433805,False
2021-08-12 10:00:00,7.82,7.9,7.72,7.87,97029,QUOT,0.31867431485022024,False
2021-08-12 09:00:00,7.81,7.82,7.72,7.79,4012,QUOT,-1.0165184243964398,False
2021-08-12 08:00:00,7.84,7.84,7.83,7.83,200,QUOT,0.5134788189987249,False
2021-08-11 17:00:00,7.9,7.9,7.9,7.9,23359,QUOT,0.8939974457215838,False
2021-08-11 16:00:00,7.915,7.94,7.86,7.89,191779,QUOT,-0.12658227848102444,False
2021-08-11 15:00:00,7.915,7.94,7.89,7.92,63552,QUOT,0.3802281368821214,False
2021-08-11 14:00:00,7.87,7.91,7.84,7.91,91247,QUOT,-0.12626262626261875,False
2021-08-11 13:00:00,7.87,7.94,7.855,7.87,66180,QUOT,-0.5056890012642201,False
2021-08-11 12:00:00,7.86,7.95,7.86,7.87,94457,QUOT,0.0,False
2021-08-11 11:00:00,7.99,8.07,7.8596,7.87,119386,QUOT,0.0,False
2021-08-11 10:00:00,8.0,8.02,7.94,8.0,97486,QUOT,1.6518424396442244,False
2021-08-10 17:00:00,8.0,8.05,7.95,8.05,13079,QUOT,0.6250000000000089,False
2021-08-10 16:00:00,8.0,8.04,7.9,8.0,700647,QUOT,-0.6211180124223725,False
2021-08-10 15:00:00,8.0,8.02,7.99,8.0,198715,QUOT,0.0,False
2021-08-10 14:00:00,7.99,8.005,7.945,7.995,101090,QUOT,-0.06249999999999867,False
2021-08-10 13:00:00,7.955,8.01,7.945,8.0,246626,QUOT,0.0625390869293252,False
2021-08-10 12:00:00,7.99,8.01,7.94,7.95,210797,QUOT,-0.6249999999999978,False
2021-08-10 11:00:00,7.98,8.06,7.97,7.99,384767,QUOT,0.5031446540880502,False
2021-08-10 10:00:00,8.1,8.13,7.98,7.99,211166,QUOT,0.0,False
2021-08-09 18:00:00,8.1,8.1,8.1,8.1,2997,QUOT,1.3767209011263937,False
2021-08-09 17:00:00,8.05,8.05,8.05,8.05,200,QUOT,-0.6172839506172756,False
2021-08-09 16:00:00,8.35,8.365,8.035,8.05,931241,QUOT,0.0,False
2021-08-09 15:00:00,8.365,8.37,8.33,8.345,146560,QUOT,3.66459627329192,False
2021-08-09 14:00:00,8.484,8.49,8.33,8.365,109434,QUOT,0.23966446974235112,False
2021-08-09 13:00:00,8.325,8.51,8.325,8.48,106242,QUOT,1.3747758517633102,False
2021-08-09 12:00:00,8.39,8.41,8.31,8.32,98569,QUOT,-1.8867924528301883,False
2021-08-09 11:00:00,8.14,8.51,8.14,8.3805,282175,QUOT,0.7271634615384492,False
2021-08-09 10:00:00,8.13,8.22,8.06,8.14,231970,QUOT,-2.8697571743929284,False
2021-08-09 09:00:00,8.1,8.16,8.01,8.14,3990,QUOT,0.0,False
2021-08-09 08:00:00,8.05,8.05,8.05,8.05,180,QUOT,-1.1056511056511065,False
2021-08-09 07:00:00,8.105,8.105,8.1,8.1,819,QUOT,0.6211180124223503,False
2021-08-06 20:00:00,8.13,8.13,8.13,8.13,1404,QUOT,0.37037037037037646,False
2021-08-06 19:00:00,8.15,8.15,8.13,8.13,3757,QUOT,0.0,False
2021-08-06 18:00:00,8.27,8.27,8.27,8.27,413,QUOT,1.7220172201721784,False
2021-08-06 17:00:00,8.15,8.21,8.15,8.21,2516,QUOT,-0.7255139056831728,False
